ID,GPA,SAT,Status
134097,4.0,1450.0,1
134097,3.9,1430.0,1
134097,4.0,1440.0,1
134097,3.8,1430.0,1
134097,4.0,1290.0,1
134097,3.9,1320.0,1
134097,4.0,1500.0,1
134097,3.75,1500.0,1
134097,4.0,1570.0,1
134097,2.7,1190.0,1
134097,4.0,1340.0,1
134097,3.7,1490.0,1
134097,4.0,1380.0,1
134097,4.0,1460.0,1
134097,3.9,1370.0,1
134097,4.0,1260.0,1
134097,3.94,1470.0,1
134097,3.63,1380.0,1
134097,3.8,1210.0,0
134097,4.0,1410.0,1
134097,3.9,1300.0,1
134097,4.0,1480.0,1
134097,3.7,1370.0,0.5
134097,3.5,1180.0,0
134097,3.92,1430.0,1
134097,4.0,1300.0,1
134097,3.95,1310.0,1
134097,4.0,1340.0,1
134097,3.9,1350.0,0.5
134097,4.0,1400.0,1
134097,4.0,1550.0,1
134097,3.9,1280.0,1
134097,3.98,1500.0,1
134097,3.96,1320.0,1
134097,3.9,1500.0,1
134097,3.96,1460.0,1
134097,3.7,1430.0,1
110653,4.0,1460.0,1
110653,3.74,1370.0,0.5
110653,3.5,1600.0,0.5
110653,3.8,1430.0,0.5
110653,3.81,1500.0,1
110653,4.0,1410.0,1
110653,3.92,1440.0,0.5
110653,3.89,1470.0,0.5
110653,3.9,1540.0,0
110653,3.95,1530.0,1
110653,4.0,1560.0,1
110653,4.0,1490.0,0
110653,3.88,1310.0,0
110653,4.0,1290.0,1
110653,3.98,1520.0,1
110653,3.0,1280.0,1
110653,3.4,1460.0,1
110653,3.9,1450.0,0
110653,3.75,1430.0,1
110653,4.0,1580.0,1
110653,3.9,1520.0,1
110653,3.92,1490.0,1
110653,3.8,1340.0,1
110653,3.96,1540.0,1
110653,4.0,1470.0,0.5
110653,3.9,1460.0,1
110653,3.72,1570.0,1
110653,4.0,1450.0,0
110653,3.9,1510.0,1
110653,3.84,1540.0,1
110653,3.8,1500.0,0.5
110653,3.33,1470.0,1
110653,3.9,1390.0,1
110653,3.9,1440.0,1
110653,3.81,1510.0,1
110653,3.89,1280.0,0
110653,3.8,1500.0,0.5
110653,4.0,1540.0,1
110653,3.89,1480.0,0.5
110653,3.7,1400.0,1
110653,3.62,1570.0,0.5
110653,3.97,1400.0,0
110653,4.0,1500.0,1
110653,3.5,1280.0,1
110653,3.7,1520.0,0.5
110653,3.9,1280.0,1
110653,3.7,1410.0,0
110653,3.8,1370.0,1
110653,4.0,1590.0,1
110653,4.0,1460.0,1
110653,3.67,1540.0,1
110653,4.0,1270.0,1
110653,3.63,1550.0,1
110653,3.75,1500.0,1
110653,3.9,1210.0,1
110653,4.0,1400.0,0.5
110653,3.6,1340.0,0
110653,3.8,1460.0,0.5
110653,4.0,1500.0,1
110653,3.97,1430.0,1
110653,3.6,1420.0,0
110653,3.87,1520.0,1
110653,4.0,1400.0,0.5
110653,4.0,1380.0,0
110653,3.83,1430.0,0.5
110653,4.0,1500.0,1
110653,3.98,1400.0,0.5
110653,3.9,1420.0,1
110653,4.0,1530.0,0.5
110653,4.0,1460.0,1
110653,3.7,1260.0,0
110653,4.0,1440.0,1
110653,3.95,1420.0,1
110653,3.7,1460.0,1
110653,3.92,1500.0,1
110653,3.6,1390.0,0
110653,4.0,1390.0,1
110653,3.32,1430.0,1
110653,3.75,1310.0,0
110653,4.0,1540.0,1
110653,3.8,1320.0,1
110653,4.0,1500.0,0.5
110653,3.97,1500.0,1
110653,4.0,1500.0,0.5
110653,3.84,1550.0,1
110653,4.0,1430.0,1
110653,3.8,1460.0,0.5
110653,3.998,1560.0,1
110653,3.98,1310.0,1
110653,4.0,1500.0,1
110653,3.93,1550.0,1
110653,3.93,1530.0,1
110653,3.92,1570.0,1
110653,3.85,1490.0,0
110653,4.0,1590.0,1
110653,3.4,1460.0,1
110653,3.6,1340.0,0
110653,3.85,1040.0,1
110653,3.7,1480.0,1
110653,3.926,1460.0,1
110653,3.7,1330.0,0
110653,3.94,1540.0,1
110653,3.8,1240.0,1
110653,3.94,1430.0,1
110653,4.0,1550.0,1
110653,3.77,1470.0,0.5
110653,4.0,1280.0,1
110653,3.79,1330.0,1
110653,3.97,1530.0,1
110653,4.0,1500.0,1
110653,3.85,1420.0,1
110653,3.82,1530.0,1
110653,3.7,1220.0,0.5
110653,4.0,1450.0,1
110653,4.0,1270.0,1
110653,3.8,1350.0,1
110653,3.96,1350.0,1
110653,3.63,1290.0,0
110653,3.8,1310.0,1
110653,4.0,1570.0,1
110653,3.66,1330.0,0
110653,3.98,1560.0,0.5
110653,4.0,1500.0,0
110653,3.92,1510.0,0.5
110653,3.9,1350.0,1
110653,3.45,1430.0,1
110653,4.0,1540.0,1
110653,3.6,1280.0,1
110653,4.0,1360.0,0
110653,3.78,1460.0,1
110653,4.0,1570.0,1
110653,4.0,1370.0,1
110653,3.643,1450.0,1
110653,3.97,1480.0,0.5
110653,3.85,1560.0,1
110653,3.67,1440.0,1
110653,3.8,1430.0,0.5
110653,4.0,1300.0,1
110653,3.8,1540.0,1
110653,3.85,1080.0,0
110653,4.0,1470.0,1
110653,3.87,1470.0,0
110653,3.9,1540.0,1
110653,3.8,1450.0,1
110653,3.2,1190.0,0
110653,3.9,1480.0,1
110653,3.9,1440.0,0
110653,3.45,1460.0,0.5
110653,3.98,1530.0,1
110653,4.0,1550.0,0
110653,3.9,1510.0,1
110653,4.0,1580.0,1
110653,3.93,1310.0,0.5
110653,4.0,1500.0,1
110653,3.06,1440.0,0
110653,3.95,1330.0,0
110653,3.95,1300.0,0.5
110653,3.8,1360.0,1
110653,4.0,1440.0,0
110653,4.0,1540.0,1
110653,3.93,1460.0,1
110653,3.8,1380.0,1
110653,3.9,1360.0,1
110653,3.97,1480.0,1
110653,4.0,1300.0,1
110653,3.71,1540.0,1
110653,4.0,1450.0,1
110653,3.8,1490.0,1
110653,3.5,1220.0,0
110653,4.0,1530.0,1
110653,4.0,1470.0,1
110653,3.95,1460.0,1
110653,3.9,1520.0,1
110653,3.2,1370.0,0
110653,4.0,1460.0,1
110653,3.7,1380.0,1
110653,4.0,1400.0,1
231624,4.0,1540.0,1
231624,4.0,1380.0,0.5
231624,3.5,1340.0,1
231624,3.82,1580.0,1
231624,3.85,1540.0,1
231624,3.9,1430.0,0.5
231624,4.0,1520.0,1
231624,3.3,1180.0,1
231624,3.8,1540.0,1
231624,3.0,1500.0,0
231624,4.0,1400.0,1
231624,3.91,1530.0,1
231624,3.97,1550.0,1
231624,3.78,1500.0,1
231624,3.8,1350.0,1
231624,4.0,1430.0,1
231624,2.8,1100.0,1
231624,3.89,1340.0,0
231624,3.85,1430.0,1
231624,3.7,1510.0,0.5
231624,4.0,1500.0,1
231624,4.0,1510.0,1
231624,4.0,1470.0,0
231624,3.92,1490.0,1
231624,4.0,1420.0,1
231624,4.0,1300.0,0
231624,3.85,1530.0,1
231624,4.0,1410.0,1
231624,3.96,1400.0,0.5
231624,3.67,1340.0,0
231624,4.0,1500.0,1
231624,4.0,1510.0,1
231624,3.8,1210.0,0
231624,3.7,1380.0,1
231624,4.0,1480.0,1
231624,3.96,1400.0,0.5
231624,3.8,1460.0,1
231624,3.8,1500.0,1
231624,3.85,1560.0,1
231624,3.92,1430.0,1
231624,4.0,1530.0,1
231624,3.9,1310.0,1
231624,4.0,1540.0,1
231624,3.97,1480.0,1
231624,3.91,1590.0,0
231624,3.9,1490.0,1
231624,3.8,1540.0,1
231624,4.0,1380.0,0.5
231624,4.0,1390.0,1
231624,4.0,1260.0,1
231624,4.0,1310.0,0.5
231624,3.95,1520.0,1
231624,3.9,1550.0,1
231624,4.0,1560.0,1
231624,4.0,1430.0,1
231624,3.9,1410.0,0
231624,4.0,1540.0,1
231624,4.0,1500.0,1
231624,4.0,1540.0,1
231624,4.0,1520.0,1
231624,4.0,1450.0,1
231624,3.85,1400.0,1
231624,3.6,1580.0,1
231624,3.898,1430.0,1
231624,4.0,1470.0,1
231624,4.0,1370.0,1
231624,3.66,1540.0,1
100858,3.2,1250.0,0.5
100858,4.0,1500.0,1
100858,3.11,1290.0,1
100858,3.4,1110.0,0
100858,4.0,1270.0,1
100858,3.4,1370.0,1
100858,3.9,1260.0,1
100858,3.8,1430.0,1
100858,3.8,1180.0,1
100858,3.8,1460.0,1
100858,3.8,1410.0,1
100858,4.0,1440.0,1
100858,3.8,1300.0,1
100858,3.31,1340.0,1
100858,4.0,1530.0,1
100858,3.9,1430.0,1
100858,3.8519,1310.0,1
100858,3.6,1400.0,1
100858,4.0,1240.0,1
100858,3.85,1180.0,0
100858,3.65,1420.0,1
100858,3.85,1310.0,1
100858,3.8,1310.0,1
100858,3.6,1180.0,0.5
100858,3.9,1150.0,1
100858,3.9,1250.0,1
100858,3.6,1520.0,1
100858,4.0,1360.0,1
100858,4.0,1340.0,1
100858,4.0,1590.0,1
100858,3.9,1370.0,1
100858,3.63,1460.0,1
100858,3.9,1500.0,1
100858,3.5,1450.0,1
100858,3.85,1430.0,1
100858,3.95,1350.0,1
100858,3.8,1270.0,1
100858,3.7,1370.0,1
100858,3.72,1310.0,1
100858,3.9,1010.0,1
100858,3.95,1500.0,1
100858,3.8,1180.0,0.5
100858,3.8,1360.0,0.5
100858,3.75,1050.0,1
100858,3.6,1210.0,1
100858,3.55,1100.0,1
100858,3.5,1500.0,1
100858,3.7,1540.0,1
100858,3.96,1500.0,1
100858,3.72,1360.0,1
100858,3.7,1400.0,1
100858,3.8,1300.0,1
100858,3.94,1430.0,1
100858,3.4,1260.0,1
100858,3.8,1210.0,0
100858,3.2,900.0,0
100858,3.7,1380.0,1
100858,4.0,1400.0,1
100858,3.8,1320.0,1
100858,3.7,1440.0,1
100858,4.0,1300.0,1
100858,3.8,1530.0,1
100858,3.9,1290.0,1
100858,3.59,1280.0,1
100858,3.9,1460.0,1
100858,3.75,1420.0,1
100858,3.95,1240.0,1
100858,3.3,1190.0,1
100858,3.2,1170.0,1
100858,3.85,1490.0,1
100858,4.0,1350.0,1
100858,3.8,1300.0,1
100858,4.0,1350.0,1
100858,4.0,1350.0,1
100858,4.0,1540.0,1
100858,3.6,1310.0,1
100858,3.8,1300.0,1
100858,3.85,1430.0,1
100858,3.9,1170.0,0
100858,3.78,1540.0,1
100858,3.9,1370.0,1
100858,3.9,1270.0,1
100858,4.0,1250.0,1
100858,3.7,1280.0,1
100858,4.0,1240.0,1
100858,3.88,1160.0,1
100858,3.67,1340.0,1
100858,4.0,1340.0,1
100858,4.0,1220.0,1
100858,3.56,1540.0,1
100858,3.7,1390.0,1
100858,4.0,1430.0,1
100858,3.8,1130.0,0.5
100858,4.0,1310.0,1
100858,3.8,1450.0,1
100858,3.5,1280.0,1
100858,3.95,1170.0,0
100858,4.0,1510.0,1
100858,3.7,1260.0,1
100858,4.0,1480.0,1
100858,4.0,1340.0,1
100858,3.8,1420.0,1
100858,3.7,1240.0,1
100858,3.8,1470.0,1
100858,3.8,1360.0,1
100858,4.0,1370.0,1
100858,3.9,1400.0,1
100858,4.0,1530.0,1
100858,3.94,1180.0,1
100858,3.79,1250.0,0.5
100858,3.9,1310.0,1
100858,3.9,1250.0,1
100858,3.4,1210.0,0
100858,3.51,1280.0,0.5
100858,3.8,1340.0,1
100858,3.7,1310.0,1
100858,3.8,1300.0,1
100858,3.2,1150.0,1
100858,3.8,1280.0,1
100858,3.9,1430.0,1
100858,4.0,1380.0,1
100858,4.0,1430.0,1
100858,3.9,1500.0,1
100858,3.98,1330.0,1
100858,3.6,1340.0,1
100858,3.9,1500.0,1
100858,3.868,1500.0,1
100858,3.5,1350.0,1
100858,3.8,1340.0,1
100858,3.0,1110.0,1
100858,4.0,1350.0,0.5
100858,3.9,1370.0,1
100858,4.0,1350.0,1
100858,4.0,1400.0,1
100858,4.0,1400.0,1
100858,3.4,1220.0,0
100858,4.0,1370.0,1
100858,3.9,1310.0,1
100858,4.0,1480.0,1
100858,3.65,1180.0,0
100858,3.7,1460.0,1
100858,4.0,1280.0,1
100858,4.0,1380.0,1
100858,4.0,1360.0,1
100858,3.9,1360.0,1
100858,3.0,1200.0,1
100858,3.6,1370.0,1
100858,3.8,1230.0,1
100858,3.96,1320.0,1
100858,3.6,1340.0,1
100858,3.6,1340.0,1
100858,3.95,1500.0,1
100858,3.96,1200.0,1
100858,4.0,1510.0,1
100858,4.0,1030.0,0.5
100858,3.95,1330.0,1
100858,4.0,1540.0,1
100858,3.8,1370.0,1
100858,3.2,1200.0,1
100858,3.7,1390.0,1
100858,3.6,1430.0,1
100858,4.0,1430.0,1
100858,4.0,1360.0,1
100858,3.9,1430.0,1
100858,3.9,1500.0,1
100858,3.8,1400.0,1
100858,3.9,1400.0,1
100858,3.7,1240.0,0.5
100858,4.0,1290.0,1
100858,3.5,1250.0,0.5
100858,3.58,1460.0,1
100858,3.7,1450.0,1
100858,4.0,1400.0,1
100858,3.84,1430.0,1
100858,3.75,1330.0,1
100858,3.0,1310.0,1
100858,3.9,1300.0,1
100858,4.0,1430.0,1
100858,4.0,1330.0,1
100858,3.9,1420.0,1
100858,3.9,1310.0,1
100858,3.8,1200.0,1
130794,3.8,1500.0,1
130794,3.98,1580.0,0
130794,4.0,1570.0,0
130794,4.0,1370.0,0
130794,3.97,1590.0,0
130794,4.0,1590.0,0
130794,4.0,1540.0,1
130794,4.0,1550.0,1
130794,3.8,1500.0,0
130794,4.0,1540.0,0
130794,3.8,1390.0,0
130794,3.9,1540.0,1
130794,3.9,1500.0,0
130794,3.99,1540.0,1
130794,4.0,1540.0,0
130794,3.8,1310.0,0
130794,3.88888889,1540.0,0
130794,3.95,1460.0,0
130794,3.92,1440.0,0
130794,4.0,1520.0,0
130794,4.0,1550.0,0.5
130794,3.9,1500.0,1
130794,4.0,1400.0,0
130794,3.73,1460.0,0
130794,4.0,1560.0,1
130794,4.0,1560.0,1
130794,3.94,1500.0,0.5
130794,4.0,1540.0,0
130794,3.98,1590.0,1
130794,4.0,1510.0,0
130794,3.963,1500.0,0
130794,4.0,1400.0,0
130794,3.9,1440.0,1
130794,4.0,1480.0,0
130794,4.0,1500.0,0
130794,4.0,1530.0,0
130794,3.9,1560.0,0
130794,4.0,1510.0,0
130794,3.3,1180.0,0
130794,4.0,1550.0,0.5
